date,time (UTC+1),title,artists,description,venue,ticket_type,venue_type,is_streaming,ticket_price_gbp,interested,categories,short_url,long_url
2021-10-14,11:00,"37a. Kerner, Keats and the Physician Poet","Natasha Loges
Dafydd Jones
Avishka Edirisinghe","This event is in two parts; one ticket covers both parts.
37a: 11am - 12pm, Kerner, Keats and the Physician Poet
37b: 3.15pm - 4.15pm, The Original (anti-) Vaxxers
Click here for details about part 2 (event 37b).
Today’s two-part Song Connections event is led by Natasha Loges and presented in association with the Royal College of Music. Natasha explores where m...",Jacqueline du Pré Music Building,General Admission,In-person only,0,12,0,study-event,/event/1316,https://www.oxfordlieder.co.uk/event/1316
2021-10-14,11:00,"37a. Kerner, Keats and the Physician Poet","Natasha Loges
Dafydd Jones
Avishka Edirisinghe","This event is in two parts; one ticket covers both parts.
37a: 11am - 12pm, Kerner, Keats and the Physician Poet
37b: 3.15pm - 4.15pm, The Original (anti-) Vaxxers
Click here for details about part 2 (event 37b).
Today’s two-part Song Connections event is led by Natasha Loges and presented in association with the Royal College of Music. Natasha explores where m...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,5,0,study-event,/event/1316,https://www.oxfordlieder.co.uk/event/1316
2021-10-14,13:00,38. The Physician Poet - Schumann's Kerner Lieder,"Sholto Kynoch
Martin Hässler","Schumann’s Kerner Lieder sets a remarkable cycle of nature-infused poems that are among Schumann’s most personal and affecting songs, written towards the end of his 1840 outpouring of song. The doctor-poet Kerner (see Event 40) writes of his pleasure in the rain and wind of a stormy night, his ‘Wanderlust’, his longing for forests and woods, and he surely ...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,23,0,lunchtime,/event/1299,https://www.oxfordlieder.co.uk/event/1299
2021-10-14,13:00,38. The Physician Poet - Schumann's Kerner Lieder,"Sholto Kynoch
Martin Hässler","Schumann’s Kerner Lieder sets a remarkable cycle of nature-infused poems that are among Schumann’s most personal and affecting songs, written towards the end of his 1840 outpouring of song. The doctor-poet Kerner (see Event 40) writes of his pleasure in the rain and wind of a stormy night, his ‘Wanderlust’, his longing for forests and woods, and he surely ...",Saint John the Evangelist,Seating Area A,In-person only,0,20,0,lunchtime,/event/1299,https://www.oxfordlieder.co.uk/event/1299
2021-10-14,13:00,38. The Physician Poet - Schumann's Kerner Lieder,"Sholto Kynoch
Martin Hässler","Schumann’s Kerner Lieder sets a remarkable cycle of nature-infused poems that are among Schumann’s most personal and affecting songs, written towards the end of his 1840 outpouring of song. The doctor-poet Kerner (see Event 40) writes of his pleasure in the rain and wind of a stormy night, his ‘Wanderlust’, his longing for forests and woods, and he surely ...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,15,0,lunchtime,/event/1299,https://www.oxfordlieder.co.uk/event/1299
2021-10-14,13:00,38. The Physician Poet - Schumann's Kerner Lieder,"Sholto Kynoch
Martin Hässler","Schumann’s Kerner Lieder sets a remarkable cycle of nature-infused poems that are among Schumann’s most personal and affecting songs, written towards the end of his 1840 outpouring of song. The doctor-poet Kerner (see Event 40) writes of his pleasure in the rain and wind of a stormy night, his ‘Wanderlust’, his longing for forests and woods, and he surely ...",Saint John the Evangelist,Seating Area B,In-person only,0,12,0,lunchtime,/event/1299,https://www.oxfordlieder.co.uk/event/1299
2021-10-14,13:00,38. The Physician Poet - Schumann's Kerner Lieder,"Sholto Kynoch
Martin Hässler","Schumann’s Kerner Lieder sets a remarkable cycle of nature-infused poems that are among Schumann’s most personal and affecting songs, written towards the end of his 1840 outpouring of song. The doctor-poet Kerner (see Event 40) writes of his pleasure in the rain and wind of a stormy night, his ‘Wanderlust’, his longing for forests and woods, and he surely ...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,lunchtime,/event/1299,https://www.oxfordlieder.co.uk/event/1299
2021-10-14,13:00,38. The Physician Poet - Schumann's Kerner Lieder,"Sholto Kynoch
Martin Hässler","Schumann’s Kerner Lieder sets a remarkable cycle of nature-infused poems that are among Schumann’s most personal and affecting songs, written towards the end of his 1840 outpouring of song. The doctor-poet Kerner (see Event 40) writes of his pleasure in the rain and wind of a stormy night, his ‘Wanderlust’, his longing for forests and woods, and he surely ...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,lunchtime,/event/1299,https://www.oxfordlieder.co.uk/event/1299
2021-10-14,17:30,39. Frauenliebe und -leben (first performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 41 for information on the 8.15pm in-person and livestreamed performance.
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,early-evening,/event/1300,https://www.oxfordlieder.co.uk/event/1300
2021-10-14,17:30,39. Frauenliebe und -leben (first performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 41 for information on the 8.15pm in-person and livestreamed performance.
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,early-evening,/event/1300,https://www.oxfordlieder.co.uk/event/1300
2021-10-14,17:30,39. Frauenliebe und -leben (first performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 41 for information on the 8.15pm in-person and livestreamed performance.
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,early-evening,/event/1300,https://www.oxfordlieder.co.uk/event/1300
2021-10-14,17:30,39. Frauenliebe und -leben (first performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 41 for information on the 8.15pm in-person and livestreamed performance.
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,early-evening,/event/1300,https://www.oxfordlieder.co.uk/event/1300
2021-10-14,17:30,39. Frauenliebe und -leben (first performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 41 for information on the 8.15pm in-person and livestreamed performance.
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,early-evening,/event/1300,https://www.oxfordlieder.co.uk/event/1300
2021-10-14,17:30,39. Frauenliebe und -leben (first performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 41 for information on the 8.15pm in-person and livestreamed performance.
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,early-evening,/event/1300,https://www.oxfordlieder.co.uk/event/1300
2021-10-14,17:30,39. Frauenliebe und -leben (first performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 41 for information on the 8.15pm in-person and livestreamed performance.
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,early-evening,/event/1300,https://www.oxfordlieder.co.uk/event/1300
2021-10-14,17:45,40. Dutch Connections,"Raoul Steffani
Lucie Horsch","This concert is presented in association with the International Lied Festival Zeist in the Netherlands, one of our international partners with whom we exchange Young Artists. Their Festival will include a recital given by winners of our Young Artist Platform, and today we welcome a young baritone and pianist from them. Raoul Steffani already has a burgeoning reputation as an exce...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,15,0,rush-hour,/event/1301,https://www.oxfordlieder.co.uk/event/1301
2021-10-14,17:45,40. Dutch Connections,"Raoul Steffani
Lucie Horsch","This concert is presented in association with the International Lied Festival Zeist in the Netherlands, one of our international partners with whom we exchange Young Artists. Their Festival will include a recital given by winners of our Young Artist Platform, and today we welcome a young baritone and pianist from them. Raoul Steffani already has a burgeoning reputation as an exce...",Jacqueline du Pré Music Building,General Admission,In-person only,0,12,0,rush-hour,/event/1301,https://www.oxfordlieder.co.uk/event/1301
2021-10-14,17:45,40. Dutch Connections,"Raoul Steffani
Lucie Horsch","This concert is presented in association with the International Lied Festival Zeist in the Netherlands, one of our international partners with whom we exchange Young Artists. Their Festival will include a recital given by winners of our Young Artist Platform, and today we welcome a young baritone and pianist from them. Raoul Steffani already has a burgeoning reputation as an exce...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,rush-hour,/event/1301,https://www.oxfordlieder.co.uk/event/1301
2021-10-14,17:45,40. Dutch Connections,"Raoul Steffani
Lucie Horsch","This concert is presented in association with the International Lied Festival Zeist in the Netherlands, one of our international partners with whom we exchange Young Artists. Their Festival will include a recital given by winners of our Young Artist Platform, and today we welcome a young baritone and pianist from them. Raoul Steffani already has a burgeoning reputation as an exce...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,rush-hour,/event/1301,https://www.oxfordlieder.co.uk/event/1301
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,13,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,20:15,41. Frauenliebe und -leben (second performance),"Malcolm Martineau
Dorothea Röschmann
Ted Black
Ana Manastireanu","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 39. This performance will be in-person and livestreamed.
 
Dorothea Röschmann is one of the world’s best-known sopranos, a Grammy-winning artist whose partnership with Malcolm Martineau has been described by The Guardian as one o...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,evening,/event/1302,https://www.oxfordlieder.co.uk/event/1302
2021-10-14,22:00,42. Brief Encounter,"Fleur Barron
Natalie Burch
Dominic Sedgwick","Tonight’s Song Futures recital features the first of a number of works heard this year by our Associate Composer Cheryl Frances-Hoad. Her One Life Stand, performed tonight by mezzo-soprano Fleur Barron, was written in 2011 as a companion piece to Schumann’s Frauenliebe (see Event 39). It sets texts by Sophie Hannah that ‘portray a modern woman’s loves and life’ and...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,18,0,"late-night
song-futures",/event/1303,https://www.oxfordlieder.co.uk/event/1303
2021-10-14,22:00,42. Brief Encounter,"Fleur Barron
Natalie Burch
Dominic Sedgwick","Tonight’s Song Futures recital features the first of a number of works heard this year by our Associate Composer Cheryl Frances-Hoad. Her One Life Stand, performed tonight by mezzo-soprano Fleur Barron, was written in 2011 as a companion piece to Schumann’s Frauenliebe (see Event 39). It sets texts by Sophie Hannah that ‘portray a modern woman’s loves and life’ and...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,"late-night
song-futures",/event/1303,https://www.oxfordlieder.co.uk/event/1303
2021-10-14,22:00,42. Brief Encounter,"Fleur Barron
Natalie Burch
Dominic Sedgwick","Tonight’s Song Futures recital features the first of a number of works heard this year by our Associate Composer Cheryl Frances-Hoad. Her One Life Stand, performed tonight by mezzo-soprano Fleur Barron, was written in 2011 as a companion piece to Schumann’s Frauenliebe (see Event 39). It sets texts by Sophie Hannah that ‘portray a modern woman’s loves and life’ and...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,"late-night
song-futures",/event/1303,https://www.oxfordlieder.co.uk/event/1303
2021-10-14,22:00,42. Brief Encounter,"Fleur Barron
Natalie Burch
Dominic Sedgwick","Tonight’s Song Futures recital features the first of a number of works heard this year by our Associate Composer Cheryl Frances-Hoad. Her One Life Stand, performed tonight by mezzo-soprano Fleur Barron, was written in 2011 as a companion piece to Schumann’s Frauenliebe (see Event 39). It sets texts by Sophie Hannah that ‘portray a modern woman’s loves and life’ and...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,"late-night
song-futures",/event/1303,https://www.oxfordlieder.co.uk/event/1303
2021-10-15,10:30,43. SongPath at the Botanic Garden,Jess Dandy,"Please note this event has a limited capacity of 30 places.
Jess will be leading a similar walk earlier in the week see Event 19.
These events do not qualify for our multi-buy discount and are not included in our Festival passes.
 
SongPath is a fantastic initiative, co-founded by contralto and former Oxford Lieder Young Artist Jess Dandy, designed to provide participants with...",Oxford Botanic Garden,General Admission,SongPaths - including £5 donation to Oxfordshire Mind,0,15,0,,/event/1271,https://www.oxfordlieder.co.uk/event/1271
2021-10-15,13:00,44. Dichterliebe,"Malcolm Martineau
Thomas Oliemans","Schumann’s Dichterliebe (‘Poet’s love’) is one of the towering glories of the song repertoire. Heinrich Heine’s bittersweet poetry inspired sixteen extraordinary songs, individually perfect and further elevated in Schumann’s pioneering advancement of the song cycle. It is sung today by the Dutch baritone Thomas Oliemans, with Malcolm Martineau, and they also ...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,23,0,lunchtime,/event/1270,https://www.oxfordlieder.co.uk/event/1270
2021-10-15,13:00,44. Dichterliebe,"Malcolm Martineau
Thomas Oliemans","Schumann’s Dichterliebe (‘Poet’s love’) is one of the towering glories of the song repertoire. Heinrich Heine’s bittersweet poetry inspired sixteen extraordinary songs, individually perfect and further elevated in Schumann’s pioneering advancement of the song cycle. It is sung today by the Dutch baritone Thomas Oliemans, with Malcolm Martineau, and they also ...",Saint John the Evangelist,Seating Area A,In-person only,0,20,0,lunchtime,/event/1270,https://www.oxfordlieder.co.uk/event/1270
2021-10-15,13:00,44. Dichterliebe,"Malcolm Martineau
Thomas Oliemans","Schumann’s Dichterliebe (‘Poet’s love’) is one of the towering glories of the song repertoire. Heinrich Heine’s bittersweet poetry inspired sixteen extraordinary songs, individually perfect and further elevated in Schumann’s pioneering advancement of the song cycle. It is sung today by the Dutch baritone Thomas Oliemans, with Malcolm Martineau, and they also ...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,15,0,lunchtime,/event/1270,https://www.oxfordlieder.co.uk/event/1270
2021-10-15,13:00,44. Dichterliebe,"Malcolm Martineau
Thomas Oliemans","Schumann’s Dichterliebe (‘Poet’s love’) is one of the towering glories of the song repertoire. Heinrich Heine’s bittersweet poetry inspired sixteen extraordinary songs, individually perfect and further elevated in Schumann’s pioneering advancement of the song cycle. It is sung today by the Dutch baritone Thomas Oliemans, with Malcolm Martineau, and they also ...",Saint John the Evangelist,Seating Area B,In-person only,0,12,0,lunchtime,/event/1270,https://www.oxfordlieder.co.uk/event/1270
2021-10-15,13:00,44. Dichterliebe,"Malcolm Martineau
Thomas Oliemans","Schumann’s Dichterliebe (‘Poet’s love’) is one of the towering glories of the song repertoire. Heinrich Heine’s bittersweet poetry inspired sixteen extraordinary songs, individually perfect and further elevated in Schumann’s pioneering advancement of the song cycle. It is sung today by the Dutch baritone Thomas Oliemans, with Malcolm Martineau, and they also ...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,lunchtime,/event/1270,https://www.oxfordlieder.co.uk/event/1270
2021-10-15,13:00,44. Dichterliebe,"Malcolm Martineau
Thomas Oliemans","Schumann’s Dichterliebe (‘Poet’s love’) is one of the towering glories of the song repertoire. Heinrich Heine’s bittersweet poetry inspired sixteen extraordinary songs, individually perfect and further elevated in Schumann’s pioneering advancement of the song cycle. It is sung today by the Dutch baritone Thomas Oliemans, with Malcolm Martineau, and they also ...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,lunchtime,/event/1270,https://www.oxfordlieder.co.uk/event/1270
2021-10-15,15:15,45. Flower Songs,"Richard Stokes
Magnus Walker
Aron Goldin","Richard Stokes, author of The Book of Lieder, examines Heinrich Heine’s poem ‘Du bist wie eine Blume’ (‘You are like a flower’) and four texts by Goethe, digging below the surface to reveal surprising depths to these seemingly simple flower metaphors. 
PRACTICAL INFORMATION
This event is an in-person and livestreamed event. Livestreamed performanc...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,11,0,study-event,/event/1269,https://www.oxfordlieder.co.uk/event/1269
2021-10-15,15:15,45. Flower Songs,"Richard Stokes
Magnus Walker
Aron Goldin","Richard Stokes, author of The Book of Lieder, examines Heinrich Heine’s poem ‘Du bist wie eine Blume’ (‘You are like a flower’) and four texts by Goethe, digging below the surface to reveal surprising depths to these seemingly simple flower metaphors. 
PRACTICAL INFORMATION
This event is an in-person and livestreamed event. Livestreamed performanc...",Jacqueline du Pré Music Building,General Admission,In-person only,0,8,0,study-event,/event/1269,https://www.oxfordlieder.co.uk/event/1269
2021-10-15,15:15,45. Flower Songs,"Richard Stokes
Magnus Walker
Aron Goldin","Richard Stokes, author of The Book of Lieder, examines Heinrich Heine’s poem ‘Du bist wie eine Blume’ (‘You are like a flower’) and four texts by Goethe, digging below the surface to reveal surprising depths to these seemingly simple flower metaphors. 
PRACTICAL INFORMATION
This event is an in-person and livestreamed event. Livestreamed performanc...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,3,0,study-event,/event/1269,https://www.oxfordlieder.co.uk/event/1269
2021-10-15,17:30,46. Fleurs (first performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 48 for information on the 8.15pm in-person and livestreamed performance.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection o...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,,/event/1268,https://www.oxfordlieder.co.uk/event/1268
2021-10-15,17:30,46. Fleurs (first performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 48 for information on the 8.15pm in-person and livestreamed performance.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection o...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,,/event/1268,https://www.oxfordlieder.co.uk/event/1268
2021-10-15,17:30,46. Fleurs (first performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 48 for information on the 8.15pm in-person and livestreamed performance.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection o...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,,/event/1268,https://www.oxfordlieder.co.uk/event/1268
2021-10-15,17:30,46. Fleurs (first performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 48 for information on the 8.15pm in-person and livestreamed performance.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection o...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,,/event/1268,https://www.oxfordlieder.co.uk/event/1268
2021-10-15,17:30,46. Fleurs (first performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 48 for information on the 8.15pm in-person and livestreamed performance.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection o...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,,/event/1268,https://www.oxfordlieder.co.uk/event/1268
2021-10-15,17:30,46. Fleurs (first performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 48 for information on the 8.15pm in-person and livestreamed performance.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection o...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,,/event/1268,https://www.oxfordlieder.co.uk/event/1268
2021-10-15,17:30,46. Fleurs (first performance),"Joseph Middleton
Lana Bode
Carolyn Sampson
Shakira Tsindos","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 48 for information on the 8.15pm in-person and livestreamed performance.
Carolyn Sampson and Joseph Middleton bring a floral sparkle to the Festival with highlights from their hugely well-received CD ‘Fleurs’. This glorious collection o...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,,/event/1268,https://www.oxfordlieder.co.uk/event/1268
2021-10-15,17:45,47. Spanish Connections,"Helena Ressurreição
Esta Lecha","This is the last of our international partnership concerts, presented in association with the LIFE Victoria Festival in Barcelona. Portuguese mezzo-soprano Helena Ressurreição and Catalan pianist Ester Lecha include Manuel de Falla’s famous ‘Seven Spanish Folksongs’ alongside music by the notable Catalan composer Eduard Toldrà and the Spanish-French compos...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,15,0,rush-hour,/event/1267,https://www.oxfordlieder.co.uk/event/1267
2021-10-15,17:45,47. Spanish Connections,"Helena Ressurreição
Esta Lecha","This is the last of our international partnership concerts, presented in association with the LIFE Victoria Festival in Barcelona. Portuguese mezzo-soprano Helena Ressurreição and Catalan pianist Ester Lecha include Manuel de Falla’s famous ‘Seven Spanish Folksongs’ alongside music by the notable Catalan composer Eduard Toldrà and the Spanish-French compos...",Jacqueline du Pré Music Building,General Admission,In-person only,0,12,0,rush-hour,/event/1267,https://www.oxfordlieder.co.uk/event/1267
2021-10-15,17:45,47. Spanish Connections,"Helena Ressurreição
Esta Lecha","This is the last of our international partnership concerts, presented in association with the LIFE Victoria Festival in Barcelona. Portuguese mezzo-soprano Helena Ressurreição and Catalan pianist Ester Lecha include Manuel de Falla’s famous ‘Seven Spanish Folksongs’ alongside music by the notable Catalan composer Eduard Toldrà and the Spanish-French compos...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,rush-hour,/event/1267,https://www.oxfordlieder.co.uk/event/1267
